state,location,plz,lat,lon
Hessen,Gemünden Felda,35329,50.6776697,9.0762084
Schleswig Holstein,Emkendorf,24802,54.2623019,9.8470685
Bayern,Nordendorf,86695,48.5946503,10.8321191
Schleswig Holstein,Wensin,23827,54.0010435,10.4178346
Baden Württemberg,Riedlingen,88499,48.1534412,9.4748796
Sachsen Anhalt,Colbitz,39236,52.3175388,11.6085039
Bayern,Hettstadt,97265,49.8011671,9.8136266
Schleswig Holstein,Ahlefeld Bistensee,24358,54.4038779,9.6915511
Bayern,Kasendorf,95359,50.051018,11.3204031
Baden Württemberg,Börtlingen,73104,48.7549452,9.6323174
Niedersachsen,Schwerinsdorf,26835,53.3156616,7.6817112
Hessen,Offenbach am Main,63076,50.1055002,8.7610698
Niedersachsen,Osnabrück,48079,52.2719595,8.047635
Bayern,Obersöchering,82395,47.7381272,11.219643
Bayern,Nabburg,92507,49.4509736,12.1790102
Rheinland Pfalz,Ruppertsberg,67152,49.3997001,8.1980187
Nordrhein Westfalen,Bielefeld,33062,52.0191005,8.531007
Bayern,Ohlstadt,82441,47.634131,11.2184159
Bayern,Pähl,82396,47.9427468,11.152183
Bayern,Altfraunhofen,84169,48.4485366,12.1662755
Brandenburg,Lieberose,15868,51.9885441,14.3002578
Rheinland Pfalz,Elben,57580,50.750946,7.8338725
Baden Württemberg,Königsfeld im Schwarzwald,78126,48.15038225000001,8.414582025124831
Hessen,Bad Homburg vor der Höhe,61351,50.2309408,8.6134664
Baden Württemberg,Staig,89195,48.3000233,9.9882545
Thüringen,Meuselbach Schwarzmühle,98746,50.5677562,11.0816057
Baden Württemberg,Stegen,79525,,
Hessen,Kriftel,65380,,
Baden Württemberg,Wilhelmsfeld,69259,49.4701183,8.7543958
Thüringen,Buchfart,99441,50.9211949,11.3317678
Bayern,Weihmichl,84107,48.6032092,12.0450042
Bayern,Kammlach,87754,48.0540277,10.4167283
Sachsen Anhalt,Bernburg Saale,4606,51.7930788,11.7391606
Bayern,Neubrunn,97277,49.7307037,9.6723536
Bayern,Pfeffenhausen,84076,48.6645827,11.9639032
Bayern,Hilgertshausen Tandern,86567,48.4333,11.3333
Bayern,Neudrossenfeld,95512,50.0183416,11.5011482
Schleswig Holstein,Klein Wesenberg,23860,53.8128063,10.5515627
Saarland,Lebach,66822,49.4132377,6.9091348
Niedersachsen,Groß Oesingen,29393,52.6473894,10.4656219
Niedersachsen,Brackel,21438,53.2981305,10.0465646
Bayern,Neuburg am Inn,94127,48.5069513,13.4482764
Rheinland Pfalz,Brohl Lützing,56656,50.4732195,7.2993927
Nordrhein Westfalen,Velbert,42459,51.3406713,7.0439912
Baden Württemberg,Ostrach,88356,47.952906,9.3822827
Baden Württemberg,Albershausen,73095,48.6919721,9.5658873
Nordrhein Westfalen,Mettingen,49497,52.3161663,7.7836981
Sachsen,Leipzig,4136,-34.6165597,-58.5110546
Rheinland Pfalz,Nickenich,56145,50.4124083,7.3269472
Nordrhein Westfalen,Olpe,57426,,
Nordrhein Westfalen,Hilchenbach,52271,50.9935863,8.107365
Hessen,Limeshain,63694,50.2603415,9.0027106
Hessen,Echzell,61209,50.3813094,8.8825014
Bayern,Schnelldorf,91625,49.1999588,10.1812121
Bayern,Grainau,82491,47.4772337,11.0234667
Niedersachsen,Tespe,21395,53.3853,10.4196026
Baden Württemberg,Rangendingen,72414,48.3789351,8.8877867
Bayern,Wellheim,91809,48.8180644,11.0828411
Bayern,Bärnau,95671,49.8109931,12.4304633
Bayern,Valley,83626,47.9202979,11.7560408
Bayern,Krün,82494,47.4962456,11.2530446
Hessen,Homberg Ohm,35315,50.7274933,8.997847
Rheinland Pfalz,Dillendorf,55481,49.924974,7.3832271
Baden Württemberg,Dogern,79804,47.60846,8.1691168
Rheinland Pfalz,Reinsfeld,54421,49.6823755,6.8732729
Sachsen,Meißen,1661,51.1630871,13.4704939
Nordrhein Westfalen,Löhne,32854,53.602617,7.2123054
Baden Württemberg,Gailingen am Hochrhein,78262,47.6967211,8.7559401
Nordrhein Westfalen,Herdecke,58813,,
Niedersachsen,Wriedel,29656,53.0311444,10.2988003
Bayern,Thurnau,95349,50.024448,11.3944717
Rheinland Pfalz,Koblenz,56065,50.3533278,7.5943951
Rheinland Pfalz,Heßheim,67258,49.5457572,8.3071299
Sachsen Anhalt,Nienburg Saale,6429,51.8371558,11.7675525
Sachsen,Chemnitz,9331,50.8322608,12.9252977
Rheinland Pfalz,Mainz,52118,47.8403199,11.9572218
Baden Württemberg,Stuttgart,70463,,
Baden Württemberg,Pfaffenhofen,74397,49.0641578,8.9753958
Rheinland Pfalz,Bad Kreuznach,55544,49.8431642,7.8657658
Rheinland Pfalz,Gehrweiler,67724,49.5740336,7.7749966
Nordrhein Westfalen,Düsseldorf,40467,51.240726,6.8058085
Niedersachsen,Bunde,26831,53.184017,7.2695448
Baden Württemberg,Schwäbisch Gmünd,73535,48.7911874,9.8898058
Baden Württemberg,Krautheim,74238,49.3861751,9.6346258
Rheinland Pfalz,Ramsen,67305,49.5134451,7.9829493
Baden Württemberg,Eschbach,79427,47.8896351,7.6547461
Baden Württemberg,Willstätt,77731,48.5415314,7.8934991
Niedersachsen,Algermissen,31119,52.2514068,9.9679044
Bayern,Pöttmes,86554,48.5820885,11.0892955
Saarland,Bous,66759,,
Baden Württemberg,Marxzell,76539,48.8618255,8.4486959
Hessen,Waldbrunn Westerwald,65620,50.51675765,8.11241377978609
Bayern,Pförring,85104,48.8083671,11.6878119
Bayern,Saal an der Donau,93342,48.9001989,11.9332989
Bayern,Ihrlerstein,93346,48.9384986,11.8639207
Niedersachsen,Wulften,37199,51.661000608045974,10.177247006321839
Hessen,Wetzlar,35583,50.5525346,8.5074406
Bayern,Königsdorf,82549,47.8164083,11.4804346
Baden Württemberg,Deißlingen,78652,48.1121476,8.6048933
Bayern,Vilsbiburg,84317,48.448482,12.355795
Baden Württemberg,Dettenheim,76706,49.1723804,8.4190139
Baden Württemberg,Hohenstadt,73345,48.544391,9.6635527
Niedersachsen,Thomasburg,21401,53.2296395,10.6541529
Hessen,Witzenhausen,37217,51.3331901,9.8434192
Thüringen,Remptendorf,7368,50.5290352,11.6595527
Sachsen,Leipzig,4138,-34.6165597,-58.5110546
Bayern,Eging am See,94535,48.712394599999996,13.2714319031565
Schleswig Holstein,Kollmar,25377,53.728761,9.4917714
Baden Württemberg,Alfdorf,73553,48.8696026,9.6782511
Niedersachsen,Altenau,38707,51.8017599,10.4479661
Hessen,Hofbieber,36145,50.5932038,9.8708724
Saarland,Saarbrücken,66131,49.2041889,7.1087864
Bayern,Mühlhausen,96172,49.7538888,10.775686
Bayern,Theres,97531,50.0324313,10.428503248956961
Rheinland Pfalz,Niederfischbach,57572,50.8575031,7.8812782
Niedersachsen,Ahlerstedt,21702,53.3576945,9.4657112
Niedersachsen,Osnabrück,49079,52.2719595,8.047635
Nordrhein Westfalen,Essen,45237,53.1911221,6.6021337
Bayern,Dammbach,63874,49.8432224,9.3169905
Bayern,München,81873,48.1371079,11.5753822
Nordrhein Westfalen,Westerkappeln,49492,52.3141716,7.8772237
Hessen,Rauschenberg,35282,50.8833043,8.9166685
Baden Württemberg,Blaubeuren,89141,,
Rheinland Pfalz,Koblenz,56012,50.3533278,7.5943951
Bayern,Dürrlauingen,89350,48.4667,10.4333
Baden Württemberg,Riegel am Kaiserstuhl,79359,48.1509439,7.7504953
Schleswig Holstein,Rieseby,24354,54.5715592,9.8423229
Niedersachsen,Bröckel,29356,52.523606,10.2150992
Thüringen,Gräfenthal,98743,50.525919,11.3058452
Sachsen,Bad Schlema,8301,50.5886006,12.63839
Bayern,Walderbach,93194,49.1860553,12.3787878
Bayern,Legau,87764,47.8563193,10.1298721
Bayern,Unterneukirchen,84579,48.1657808,12.6187943
Schleswig Holstein,Bilsen,25485,53.7727835,9.8764569
Rheinland Pfalz,Wassenach,56653,50.4336675,7.279872
Hessen,Wetzlar,35579,50.5525346,8.5074406
Bayern,Oberau,82496,47.562,11.133
Sachsen Anhalt,Groß Quenstedt,38822,51.9270132,11.1084816
Hessen,Friedberg Hessen,61186,50.3273607,8.761338594579932
Bayern,Frasdorf,83112,47.8024898,12.2819989
Bayern,Bischofsgrün,95493,50.0521196,11.7980056
Baden Württemberg,Buggingen,79426,47.8469223,7.6388717
Baden Württemberg,Kupferzell,74635,49.2276928,9.6902519
Bayern,Windorf,94575,48.6237725,13.2253003
Sachsen Anhalt,Genthin,39302,52.4063738,12.1561742
Nordrhein Westfalen,Arnsberg,59757,51.43680279519828,7.945777769324758
Nordrhein Westfalen,Hürtgenwald,52393,50.6732852,6.3234162
Brandenburg,Märkisch Buchholz,15748,52.1068739,13.7597482
Thüringen,Elxleben,99189,51.039718449999995,10.918995856737322
Baden Württemberg,Albstadt,72459,48.233048,8.9991483
Nordrhein Westfalen,Wuppertal,43249,51.264018,7.1780374
Hamburg,Hamburg,22253,50.2314634,6.2872272
Baden Württemberg,Seelbach,77960,48.3145597,7.9400652
Baden Württemberg,Wurmlingen,78573,48.0026634,8.7765991
Bayern,Amorbach,63916,49.6435034,9.2219849
Bayern,Ostheim vor der Rhön,97645,50.4602714,10.2330495
Bayern,Emmering,82275,48.1837805,11.2742075
Rheinland Pfalz,Kriegsfeld,67819,49.709027,7.9159672
Bayern,Weiherhammer,92729,49.6501687,12.0851155
Bayern,Oy Mittelberg,87466,47.6661128,10.4208083
Sachsen Anhalt,Rieder,6483,47.5664368,10.1835857
Rheinland Pfalz,Frankenthal Pfalz,67277,,
Rheinland Pfalz,Insheim,76865,49.1571411,8.1480501
Niedersachsen,Wriedel,29565,53.0321183,10.3008889
Nordrhein Westfalen,Krefeld,47730,51.3331205,6.5623343
Baden Württemberg,Eisingen,75239,48.9478916,8.668972
Rheinland Pfalz,Neuhemsbach,67680,49.5234456,7.9229398
Hessen,Bad Soden am Taunus,61812,50.1429142,8.5029259
Bayern,München,80673,48.1371079,11.5753822
Schleswig Holstein,Uetersen,25346,53.6851608,9.669827
Baden Württemberg,Walldorf,69180,,
Brandenburg,Potsdam,14667,26.911481,-82.211429
Baden Württemberg,Bischweier,76476,48.8369252,8.2825072
Nordrhein Westfalen,Eschweiler,52244,50.8175029,6.2630894
Schleswig Holstein,Bargfeld Stegen,23863,53.7666024,10.1863602
Rheinland Pfalz,Birken Honigsessen,57587,50.8169213,7.7408712
Hessen,Neuental,34599,50.990145,9.225198
Hamburg,Hamburg,22115,53.5308556,10.1529729
Bayern,Röthlein,97520,49.9833919,10.2161574
Rheinland Pfalz,Obermoschel,67823,49.7292261,7.7751902
Hessen,Darmstadt,64382,,
Baden Württemberg,Epfenbach,74925,49.3376221,8.9111194
Baden Württemberg,Hayingen,72534,48.256505,9.4481258
Baden Württemberg,Gosheim,78559,48.135856,8.7527161
Rheinland Pfalz,Kell am See,54427,49.6340208,6.820389
Sachsen Anhalt,Wegeleben,38828,51.8850182,11.1747108
Berlin,Berlin,12095,14.7253427,121.0612359
Bayern,Feilitzsch,95183,50.3623248,11.9372007
Baden Württemberg,Hohenstein,72531,48.3472808,9.3548059
Hessen,Offenbach am Main,63605,50.1253657,8.8587624
Sachsen Anhalt,Benneckenstein Harz,38877,51.66773811783265,10.717103329766804
Bayern,Haidmühle,94145,48.8249464,13.7759515
Schleswig Holstein,Krempe,25361,53.8365111,9.488127
Schleswig Holstein,Sandesneben,23898,53.6913232,10.5020857
Baden Württemberg,Kappelrodeck,77876,48.5980066,8.1138756
Rheinland Pfalz,Neuhäusel,56335,50.3865256,7.7137394
Nordrhein Westfalen,Solingen,50967,,
Thüringen,Haina,98630,50.4166209,10.5397864
Bayern,Rüdenhausen,97355,49.7650552,10.3422916
Rheinland Pfalz,Vettelschoß,53560,50.6205538,7.3193285
Bayern,Bad Reichenhall,83415,47.7222676,12.8760923
Baden Württemberg,Zell unter Aichelberg,73119,48.6486133,9.5743486
Bayern,Karbach,97842,49.8680545,9.6369521
Hessen,Frankfurt am Main,60589,50.1106444,8.6820917
Bayern,Ronsberg,87671,47.8965316,10.4144412
Rheinland Pfalz,Selters Westerwald,56242,50.5203849,7.7337742
Bayern,Mittelstetten,82293,48.2551701,11.0952253
Bayern,Eibelstadt,97246,49.7243433,10.0002727
Niedersachsen,Römstedt,29591,53.0974059,10.6513815
Niedersachsen,Twistringen,27239,52.7728918,8.5825767
Bayern,Eschau,63863,49.8198481,9.2549269
Baden Württemberg,Lauterstein,73111,48.7092487,9.8593021
Berlin,Berlin,10771,14.7253427,121.0612359
Bayern,Schwarzach,94374,48.9152375,12.8132695
Bayern,Schäftlarn,82067,47.979677,11.4664602
Bayern,Marktsteft,97342,49.6948093,10.1384713
Niedersachsen,Mechtersen,21358,53.2802053,10.3191783
Bayern,Ebern,96106,50.0987551,10.7936858
Baden Württemberg,Höpfingen,74746,49.5999517,9.432936
Bayern,Kallmünz,93183,49.1615291,11.9539489
Niedersachsen,Remlingen,38319,52.1018151,10.6576174
Bayern,Farchant,82490,47.5306769,11.1127989
Bayern,Theilheim,97288,49.7549512,10.0286288
Bayern,Kleinkahl,63828,50.1064241,9.2771414
Bayern,Fischen im Allgäu,87538,47.4600439,10.2722135
Bayern,Pommersfelden,96178,49.7631846,10.7954461
Bayern,Buxheim,85114,48.8045918,11.2914091
Bayern,Rückholz,87494,47.6586952,10.5420679
Hessen,Battenberg Eder,35088,51.0323524,8.6112782
Baden Württemberg,Holzmaden,73271,48.630878,9.5131737
Schleswig Holstein,Ahrensbök,23623,54.0109481,10.5722018
Hessen,Haina Kloster,35114,51.040421,8.990769
Nordrhein Westfalen,Alsdorf,52447,49.8885782,6.4643156
Niedersachsen,Süpplingen,38373,52.2270325,10.9102472
Niedersachsen,Leese,31633,52.5151674,9.1191126
Bayern,Altenstadt an der Waldnaab,92665,49.7197024,12.1589629
Bremen,Bremen,28753,51.0812127,7.1720297
Schleswig Holstein,Tetenbüll,25882,54.3745476,8.859032
Baden Württemberg,Fichtenau,74579,49.06984305,10.213508814515738
Rheinland Pfalz,Dernau,53507,50.5331644,7.0434714
Baden Württemberg,Grünsfeld,97947,49.6082782,9.7447803
Rheinland Pfalz,Contwig,66492,,
Bayern,Breitengüßbach,96149,49.9715086,10.8903506
Baden Württemberg,Seckach,74743,49.4432417,9.335885
Rheinland Pfalz,Göllheim,67307,49.5940131,8.0462556
Rheinland Pfalz,Beltheim,56290,50.1059222,7.4614234
Bayern,Pappenheim,91788,48.964526,10.9850165
Berlin,Berlin,10672,14.7253427,121.0612359
Nordrhein Westfalen,Hürth,50534,50.8807379,6.876568
Baden Württemberg,Empfingen,72186,48.3918038,8.7104522
Baden Württemberg,Engelsbrand,75331,48.8310442,8.6444312
Schleswig Holstein,Hanerau Hademarschen,25557,54.1206556,9.4390093
Sachsen,Leipzig,4102,-34.6165597,-58.5110546
Bayern,Roßtal,90574,49.3921708,10.8916446
Mecklenburg Vorpommern,Lübtheen,19234,53.3023864,11.0842837
Baden Württemberg,Löchgau,74369,49.0044311,9.101922
Baden Württemberg,Wutach,79879,47.8347907,8.4357877
Rheinland Pfalz,Bornheim,76879,49.220734,8.1702742
Hessen,Allendorf Eder,35108,51.0477161,8.6623895
Schleswig Holstein,Reher,25593,54.0676881,9.5731451
Brandenburg,Görzke,14828,52.1719963,12.3720603
Rheinland Pfalz,Zell Mosel,56858,50.03945875,7.22079398662288
Baden Württemberg,Schluchsee,79859,47.8033534,8.1909456
Bayern,Außernzell,94532,48.7243597,13.2036909
Rheinland Pfalz,Bollendorf,54669,49.853135,6.3582685
Nordrhein Westfalen,Wuppertal,41113,51.264018,7.1780374
Mecklenburg Vorpommern,Rastow,19077,53.4551154,11.4302831
Baden Württemberg,Nürtingen,73622,48.6265854,9.3365463
Hessen,Waldems,65529,50.2687109,8.3700563
Bayern,Nabburg,82507,49.4509736,12.1790102
Rheinland Pfalz,Willroth,56594,50.5683224,7.5281303
Baden Württemberg,Oberriexingen,71739,48.9274282,9.0292153
Bayern,Augsburg,80152,48.3668041,10.8986971
Niedersachsen,Salzgitter,38266,52.1503721,10.3593147
Bayern,Oerlenbach,97714,50.1440411,10.1369999
Rheinland Pfalz,Neustadt an der Weinstraße,76434,49.3662836,8.135344826337546
Hessen,Egelsbach,63229,,
Bayern,Bogen,94327,48.9082826,12.7185426
Baden Württemberg,Wolpertshausen,74549,49.1674192,9.8462988
Niedersachsen,Göttingen,37074,51.5328328,9.9351811
Hessen,Frankenberg Eder,35066,51.0771933,8.7908312
Hessen,Lohra,35102,50.736102,8.6348744
Brandenburg,Wendisch Rietz,15864,52.2129713,14.0071503
Baden Württemberg,Mötzingen,71159,48.5354913,8.7747087
Baden Württemberg,Iffezheim,76473,48.8223094,8.1404535
Rheinland Pfalz,Altenglan,66885,49.549833,7.4615781
Thüringen,Elgersburg,98716,50.7042992,10.8514261
Niedersachsen,Ahnsen,31708,52.2542823,9.0942836
Hessen,Frankfurt am Main,60390,50.0889894,8.619863186294909
Bayern,Burgheim,86666,48.7003635,11.0165677
Bayern,Mauth,94151,48.888914,13.5841403
Nordrhein Westfalen,Kamen,59417,29.5539653,34.9635975
Baden Württemberg,Simonswald,79263,48.1001644,8.0554669
Bayern,Augsburg,86719,48.3668041,10.8986971
Brandenburg,Buckow Märkische Schweiz,15377,52.5672167,14.0761529
Bayern,Großenseebach,91091,49.6325557,10.877588
Schleswig Holstein,Hamberge,23619,53.8473703,10.6123318
Bayern,Stammham,85134,48.8591973,11.4573801
Berlin,Berlin,10828,14.7253427,121.0612359
Bayern,Greußenheim,97259,49.8157651,9.7659738
Bayern,Mühlhausen,92360,49.1748882,11.449797
Baden Württemberg,Essingen,73457,48.8165625,10.0282874
Baden Württemberg,Kißlegg,88353,47.7911287,9.8828757
Baden Württemberg,Ochsenhausen,88416,48.0711628,9.948159
Niedersachsen,Blender,27337,52.9260431,9.1349312
Rheinland Pfalz,Fell,54341,49.7748996,6.7805071
Baden Württemberg,Bergatreute,88368,47.849258,9.7489469
Niedersachsen,Quakenbrück,49610,52.6712431,7.9513345
Bayern,Augsburg,81650,,
Nordrhein Westfalen,Duisburg,47619,51.434999,6.759562
Niedersachsen,Lathen,49762,52.8636698,7.3163422
Bayern,Freihung,92271,49.6204269,11.9114971
Baden Württemberg,Dornhan,72175,48.3502837,8.5078535
Sachsen,Leipzig,4292,-34.6165597,-58.5110546
Bayern,Ering,94140,48.3,13.15
Nordrhein Westfalen,Köln,51144,50.938361,6.959974
Bayern,Mittenwald,82481,47.4328499,11.2600838
Bayern,Margetshöchheim,97276,49.8343674,9.864006
Sachsen,Leipzig,4374,-34.6165597,-58.5110546
Bayern,Oberviechtach,92526,49.4602721,12.4189759
Rheinland Pfalz,Speyer,67326,,
Bayern,Westheim,91747,49.0030737,10.6621885
Mecklenburg Vorpommern,Rostock,18016,51.8493971,4.5088284
Rheinland Pfalz,Kammerforst,56206,50.4625461,7.6761069
Mecklenburg Vorpommern,Brüsewitz,19071,53.675561,11.2467742
Sachsen,Crottendorf,9474,49.9941549,11.6003373
Baden Württemberg,Bad Überkingen,73337,48.6010579,9.798491
Sachsen Anhalt,Ballenstedt,6693,51.722527,11.2290268
Mecklenburg Vorpommern,Ahrenshoop,18347,54.3783634,12.4172541
Niedersachsen,Embsen,21409,53.1735958,10.3510066
Baden Württemberg,Brigachtal,78086,48.0139748,8.465994
Mecklenburg Vorpommern,Pelsin,17392,53.8108746,13.6767086
Rheinland Pfalz,Maßweiler,66506,49.2707349,7.5288366
Bayern,Bad Bayersoien,82435,47.6914826,10.9952999
Schleswig Holstein,Pronstorf,23820,53.9616985,10.5005137
Rheinland Pfalz,Horhausen Westerwald,56593,50.588492,7.5308915
Sachsen Anhalt,Bismark Altmark,39626,52.6634674,11.555459
Niedersachsen,Wieda,37447,51.6346908,10.5877887
Bayern,Kutzenhausen,86500,48.3420666,10.6945213
Rheinland Pfalz,Niederkirchen bei Deidesheim,67150,49.4124307,8.2124546
Bayern,Kottgeisering,82288,48.1185395,11.1315011
Bayern,Heimertingen,87751,48.0368466,10.1570671
Bayern,Kemmern,96164,49.9565705,10.8731353
Schleswig Holstein,Handewitt,24976,54.7674684,9.3257408
Schleswig Holstein,Brokstedt,24616,53.9920483,9.8290665
Bayern,Tettenweis,94167,48.4419267,13.2703093
Niedersachsen,Coppenbrügge,31863,52.1099185,9.56844
Schleswig Holstein,Kummerfeld,25495,53.687011,9.7834273
Niedersachsen,Meinersen,38536,52.5187915,10.2969575
Schleswig Holstein,Kiel,24147,54.3227085,10.135555
Baden Württemberg,Erlenbach,74132,,
Niedersachsen,Langlingen,29364,52.5553858,10.2880438
Brandenburg,Trebbin,14595,52.2150361,13.2140282
Sachsen Anhalt,Röblingen am See,6317,51.4618126,11.6727231
Thüringen,Gehren,98694,50.6484746,11.0031039
Bayern,Nüdlingen,97720,50.2209253,10.1241544
Sachsen,Eppendorf,9575,50.7988796,13.2305784
Baden Württemberg,Reute,79276,48.0821723,7.820585
Rheinland Pfalz,Schwegenheim,67365,49.2694079,8.3299862
Schleswig Holstein,Holtsee,24363,54.4009591,9.8559092
Baden Württemberg,Ballrechten Dottingen,79282,47.8575011,7.697659466350627
Rheinland Pfalz,Mehring,54346,49.7980275,6.8253457
Sachsen,Großschönau,2729,50.8965344,14.6612911
Bayern,Wonfurt,97539,50.0115757,10.4662369
Baden Württemberg,Bräunlingen,78199,47.9299867,8.4482647
Hessen,Königstein im Taunus,64162,50.19306975000001,8.440817001546211
Nordrhein Westfalen,Medebach,59964,51.1974918,8.7044753
Baden Württemberg,Burgstetten,71576,48.9241989,9.3815915
Niedersachsen,Wittmar,38329,52.1291236,10.6398355
Hessen,Breuberg,64747,49.8349484,9.0430801
Bayern,Bodenwöhr,92439,49.2704938,12.3043167
Baden Württemberg,Nordheim,74226,49.1021791,9.1062109
Bayern,Luhe Wildenau,92706,49.5987899,12.1283141
Nordrhein Westfalen,Bielefeld,33688,52.0191005,8.531007
Baden Württemberg,Breitnau,79874,47.9398612,8.0770221
Baden Württemberg,Langenenslingen,88515,48.1440043,9.377064296151552
Baden Württemberg,Lichtenau,77839,48.7251415,8.0072464
Bayern,Egloffstein,91349,49.7022098,11.2580389
Bayern,Bodenmais,94249,49.0668258,13.0996367
Thüringen,Trusetal,98596,50.7862933,10.4081487
Baden Württemberg,Bad Wurzach,88410,47.9078673,9.8949405
Schleswig Holstein,Westerrönfeld,24748,54.281577,9.6520644
Baden Württemberg,Hoßkirch,88374,47.9399838,9.443824
Niedersachsen,Hatten,26209,53.0496285,8.334783879025347
Rheinland Pfalz,Heimbach,55779,49.6141458,7.2481879
Bayern,Simmelsdorf,91245,49.5972637,11.3379197
Bayern,Markt Berolzheim,91801,49.0099889,10.8433441
Hessen,Frankfurt am Main,69329,,
Bayern,Oberschneiding,94363,48.7960222,12.6415817
Rheinland Pfalz,Kaiserslautern,67647,,
Hessen,Lichtenfels,35104,51.1645407,8.7910917
Schleswig Holstein,Kröppelshagen Fahrendorf,21529,53.47778495,10.333032517295937
Baden Württemberg,Stuttgart,70179,-18.4729482,-70.2963119
Bayern,Stöttwang,87677,47.8900597,10.7158345
Rheinland Pfalz,Blankenrath,56865,50.0384604,7.30279
Hessen,Erlensee,63506,,
Baden Württemberg,Feldberg Schwarzwald,79868,47.8745198,8.0039031
Rheinland Pfalz,Gundheim,67599,49.6737161,8.2354335
Bayern,Pyrbaum,90602,49.2983403,11.2896933
Sachsen,Plauen,853,50.4950632,12.1346523
Baden Württemberg,Stuttgart,60563,,
Hessen,Frankfurt am Main,60358,50.1078375,8.722634357908209
Bayern,Ruhmannsfelden,94239,48.9823324,12.9845826
Hessen,Wiesbaden,65023,,
Niedersachsen,Lastrup,49688,52.7956468,7.8598358
Bayern,Egling an der Paar,86492,48.1861394,10.9785079
Bayern,Wurmannsquick,84329,48.3534641,12.7875267
Bayern,Mötzing,93099,48.8941584,12.3744434
Baden Württemberg,Schechingen,73579,48.8734355,9.9174838
Bayern,Haiming,84533,48.2124846,12.8875587
Hessen,Limburg an der Lahn,65554,50.3876305,8.0636197
Rheinland Pfalz,Oberraden,56587,50.5490914,7.5334468
Nordrhein Westfalen,Dorsten,42682,51.6604071,6.9647431
Baden Württemberg,Öpfingen,89614,48.2858398,9.8016394
Bayern,Büchlberg,94124,48.6665285,13.5093401
Baden Württemberg,Illmensee,88636,47.864499,9.3766192
Rheinland Pfalz,Dellfeld,66503,49.2386825,7.4786499
Bayern,Bernhardswald,93170,49.091371,12.245488
Bayern,Weibersbrunn,63879,49.8984288,9.3937681
Baden Württemberg,Leinfelden Echterdingen,70711,48.6881751,9.1663836
Bayern,Neukirchen vorm Wald,94154,48.6870369,13.3830015
Bayern,Grainet,94143,48.7974155,13.6528849
Bayern,Uffing am Staffelsee,82449,47.7144384,11.1506437
Nordrhein Westfalen,Steinfurt,48566,52.373478,13.7887984
Mecklenburg Vorpommern,Dassow,23942,53.9086732,10.9872144
Rheinland Pfalz,Grimburg,54413,49.6207938,6.8842422
Bayern,Teugn,93356,48.8934704,12.0116921
Bayern,Sinzing,93361,,
Baden Württemberg,Wallhausen,74599,49.2111288,10.062741
Bayern,Fuchstal,86925,47.9313724,10.816088345155325
Schleswig Holstein,Grönwohld,22956,53.6460539,10.4086615
Bayern,Abenberg,91183,49.2419719,10.9638694
Schleswig Holstein,Damp,24351,54.5852037,10.022662
Bayern,Gangkofen,84140,48.4372932,12.5634198
Baden Württemberg,Steinheim am Albuch,89555,48.692598,10.0643967
Baden Württemberg,Werbach,97956,49.6702181,9.6417327
Bayern,Bad Grönenbach,87730,47.8777154,10.2215159
Nordrhein Westfalen,Mönchengladbach,41601,51.1946983,6.4353641
Bayern,Kraiburg am Inn,84559,48.1849199,12.4331324
Niedersachsen,Asendorf,27330,52.7728283,9.0057116
Brandenburg,Belzig,14086,52.1405622,12.5865873
Hessen,Dillenburg,35687,50.7404535,8.2874957
Brandenburg,Neuhausen/Spree,3058,51.7004042,14.453841079580439
Bayern,Marklkofen,84163,48.5537747,12.5565127
Brandenburg,Strausberg,15244,52.5814009,13.8833952
Baden Württemberg,Sankt Johann,72813,47.2806216,16.0060995
Schleswig Holstein,Groß Grönau,23627,53.813184,10.7415404
Bayern,Bernau am Chiemsee,82333,47.8116312,12.3733927
Bayern,Roßhaupten,87672,47.6548133,10.7180643
Niedersachsen,Adelebsen,37139,51.574592,9.7783432
Hessen,Frankfurt am Main,60237,50.1078375,8.722634357908209
Bayern,Mauerstetten,87665,47.8920369,10.6702271
Niedersachsen,Drakenburg,31623,52.6877162,9.2189885
Bayern,Schwarzenbach an der Saale,96125,50.2070839,11.9071222
Berlin,Berlin,10423,52.5139354,13.4445647
Baden Württemberg,Fischingen,79592,47.650005,7.5999972
Bayern,Wartmannsroth,97797,50.1452628,9.8354903
Baden Württemberg,Hülben,72584,48.5193223,9.4076487
Niedersachsen,Oyten,28867,53.0594513,9.0188655
Rheinland Pfalz,Feilbingert,67824,49.7792734,7.8047485
Nordrhein Westfalen,Lippstadt,59595,51.6747074,8.347194
Niedersachsen,Bergen an der Dumme,29468,52.8922934,10.9603495
Bayern,Lohberg,93470,49.1763771,13.106114
Niedersachsen,Habighorst,29359,52.6903227,10.2018678
Bayern,Eckersdorf,95488,49.9344858,11.4987688
Bayern,Lichtenberg,95192,50.3832758,11.6767845
Bayern,Teisendorf,83364,47.849038,12.8218357
Bremen,Bremen,28399,51.0812127,7.1720297
Nordrhein Westfalen,Mönchengladbach,41198,51.1946983,6.4353641
Bayern,München,89125,48.1371079,11.5753822
Baden Württemberg,Ammerbuch,72199,48.55260245,8.948447375795435
Sachsen,Kitzen,4460,48.724984,9.7555684
Rheinland Pfalz,Hirschhorn/Pfalz,67732,49.5186257,7.6781715
Bayern,Nürnberg,90433,49.453872,11.077298
Niedersachsen,Hannover,30359,-18.4749163,-70.2972829
